NOMBRE_PASO_PE;HORA;SOLAR;EOLICO;;;;;;
75;15;0.61272924;0.60618771;;;;;;
75;16;0.375025782;0.6140647;;;;;;
75;17;0.188173589;0.425430803;;;;;;
75;18;0.040040352;0.60466978;;;;;;
75;19;0.000179972;0.48484706;;;;;;
75;20;0;0.773825271;;;;;;
75;21;0;0.734498482;;;;;;
75;22;0;0.875523319;;;;;;
75;23;0;0.79492402;;;;;;
76;0;0;0.846418258;;;;;;
76;1;0;0.865002592;;;;;;
76;2;0;0.74023608;;;;;;
76;3;0;0.673907409;;;;;;
76;4;0;0.612536786;;;;;;
76;5;0;0.503811936;;;;;;
76;6;0.000834976;0.70722684;;;;;;
76;7;0.11025481;0.749392245;;;;;;
76;8;0.200341303;0.600306097;;;;;;
76;9;0.473711516;0.703659151;;;;;;
76;10;0.587020365;0.873408246;;;;;;
76;11;0.833430186;0.878415925;;;;;;
76;12;0.854336921;0.815965611;;;;;;
76;13;0.805967851;0.680073874;;;;;;
76;14;0.609514306;0.589690948;;;;;;
76;15;0.593674501;0.636758985;;;;;;
76;16;0.387122271;0.650733119;;;;;;
76;17;0.203401773;0.72910432;;;;;;
76;18;0.057164579;0.744522783;;;;;;
76;19;0.000416985;0.733914609;;;;;;
76;20;0;0.848389716;;;;;;
76;21;0;0.781482291;;;;;;
76;22;0;0.851266695;;;;;;
76;23;0;0.852438539;;;;;;
77;0;0;0.770170356;;;;;;
77;1;0;0.742105669;;;;;;
77;2;0;0.779250691;;;;;;
77;3;0;0.679753074;;;;;;
77;4;0;0.591318851;;;;;;
77;5;0;0.30434986;;;;;;
77;6;0.000445014;0.331115757;;;;;;
77;7;0.027830208;0.356485478;;;;;;
77;8;0.129976557;0.42251297;;;;;;
77;9;0.236325567;0.616847658;;;;;;
77;10;0.345463697;0.594080916;;;;;;
77;11;0.360106699;0.514170385;;;;;;
77;12;0.235358405;0.365455228;;;;;;
77;13;0.202145069;0.396213724;;;;;;
77;14;0.343388096;0.424878854;;;;;;
77;15;0.294640938;0.470951681;;;;;;
77;16;0.12538238;0.449151393;;;;;;
77;17;0.079803288;0.324556408;;;;;;
77;18;0.014793243;0.293417596;;;;;;
77;19;2.27E-05;0.214206489;;;;;;
77;20;0;0.246270936;;;;;;
77;21;0;0.280728872;;;;;;
77;22;0;0.323403923;;;;;;
77;23;0;0.477658865;;;;;;
78;0;0;0.6997538;;;;;;
78;1;0;0.869721415;;;;;;
78;2;0;0.900512062;;;;;;
78;3;0;0.743918588;;;;;;
78;4;0;0.566765001;;;;;;
78;5;0;0.376840248;;;;;;
78;6;0.000145291;0.277571955;;;;;;
78;7;0.013802973;0.279541211;;;;;;
78;8;0.053187013;0.350061128;;;;;;
78;9;0.052116583;0.241979018;;;;;;
78;10;0.194288718;0.154280975;;;;;;
78;11;0.286370572;0.136403458;;;;;;
78;12;0.371465118;0.209238897;;;;;;
78;13;0.268409089;0.199012159;;;;;;
78;14;0.221041521;0.307356503;;;;;;
78;15;0.180821761;0.359312187;;;;;;
78;16;0.11764713;0.343116011;;;;;;
78;17;0.16899775;0.41894371;;;;;;
78;18;0.035010993;0.410359651;;;;;;
78;19;5.05E-05;0.322937292;;;;;;
78;20;0;0.298484237;;;;;;
78;21;0;0.285266127;;;;;;
78;22;0;0.250840709;;;;;;
78;23;0;0.222161811;;;;;;
79;0;0;0.167085898;;;;;;
79;1;0;0.269612412;;;;;;
79;2;0;0.347465113;;;;;;
79;3;0;0.445283695;;;;;;
79;4;0;0.43022935;;;;;;
79;5;0;0.426670617;;;;;;
79;6;0.000288101;0.545338667;;;;;;
79;7;0.018396047;0.595442088;;;;;;
79;8;0.066984083;0.463531919;;;;;;
79;9;0.170430861;0.48161026;;;;;;
79;10;0.293615421;0.494250806;;;;;;
79;11;0.384338966;0.643689604;;;;;;
79;12;0.717447294;0.74172323;;;;;;
79;13;0.818626995;0.628204565;;;;;;
79;14;0.841099163;0.660187799;;;;;;
79;15;0.663643209;0.687218152;;;;;;
79;16;0.417672319;0.58532829;;;;;;
79;17;0.28451692;0.399440846;;;;;;
79;18;0.081765343;0.362257548;;;;;;
79;19;0.00022716;0.312754092;;;;;;
79;20;0;0.166245891;;;;;;
79;21;0;0.144507786;;;;;;
79;22;0;0.16539557;;;;;;
79;23;0;0.117954745;;;;;;
80;0;0;0.075535913;;;;;;
80;1;0;0.038744074;;;;;;
80;2;0;0.060279412;;;;;;
80;3;0;0.120614016;;;;;;
80;4;0;0.14289944;;;;;;
80;5;0;0.100282496;;;;;;
80;6;0.000779337;0.070943632;;;;;;
80;7;0.101183458;0.07628098;;;;;;
80;8;0.328962446;0.026223109;;;;;;
80;9;0.583769745;0.014624772;;;;;;
80;10;0.763107976;0.014962753;;;;;;
80;11;0.891415282;0.007707278;;;;;;
80;12;0.949938305;8.93E-05;;;;;;
80;13;0.858196558;0.002526103;;;;;;
80;14;0.908973735;0.002735186;;;;;;
80;15;0.784670073;0.005788197;;;;;;
80;16;0.363250708;0.001810461;;;;;;
80;17;0.222163407;0.00012204;;;;;;
80;18;0.070477081;0.001243131;;;;;;
80;19;0.000112184;0.03027042;;;;;;
80;20;0;0.065200148;;;;;;
80;21;0;0.101463132;;;;;;
80;22;0;0.234592947;;;;;;
80;23;0;0.285861761;;;;;;
81;0;0;0.372685922;;;;;;
81;1;0;0.325138067;;;;;;
81;2;0;0.233354956;;;;;;
81;3;0;0.267348978;;;;;;
81;4;0;0.172451897;;;;;;
81;5;0;0.183042917;;;;;;
81;6;0.000735239;0.188707459;;;;;;
81;7;0.08617399;0.173479783;;;;;;
81;8;0.231997761;0.196217398;;;;;;
81;9;0.463778655;0.071055471;;;;;;
81;10;0.448869211;0.032202628;;;;;;
81;11;0.565942736;0.017501456;;;;;;
81;12;0.766433598;0.003447833;;;;;;
81;13;0.773008579;0.009107806;;;;;;
81;14;0.73497516;0.029523214;;;;;;
81;15;0.575648274;0.023571174;;;;;;
81;16;0.332821439;0.022510735;;;;;;
81;17;0.220495912;0.017901271;;;;;;
81;18;0.038218326;0.025318388;;;;;;
81;19;2.85E-05;0.054631489;;;;;;
81;20;0;0.20300919;;;;;;
81;21;0;0.484449129;;;;;;
81;22;0;0.589454611;;;;;;
81;23;0;0.522743205;;;;;;
82;0;0;0.632303762;;;;;;
82;1;0;0.591175958;;;;;;
82;2;0;0.55267892;;;;;;
82;3;0;0.602296436;;;;;;
82;4;0;0.550823921;;;;;;
82;5;0;0.587619418;;;;;;
82;6;0.000295172;0.530768968;;;;;;
82;7;0.079902429;0.304503257;;;;;;
82;8;0.309314821;0.211448852;;;;;;
82;9;0.524851384;0.095892877;;;;;;
82;10;0.694356092;0.146381742;;;;;;
82;11;0.804427604;0.084994382;;;;;;
82;12;0.826131193;0.068505074;;;;;;
82;13;0.814103474;0.056445565;;;;;;
82;14;0.766334425;0.039433477;;;;;;
82;15;0.610936302;0.038642749;;;;;;
82;16;0.485681958;0.042643271;;;;;;
82;17;0.265640654;0.047815891;;;;;;
82;18;0.058112058;0.066591254;;;;;;
82;19;1.50E-05;0.120596051;;;;;;
82;20;0;0.238647217;;;;;;
82;21;0;0.585933076;;;;;;
82;22;0;0.788076372;;;;;;
82;23;0;0.724913734;;;;;;
83;0;0;0.760739793;;;;;;
83;1;0;0.796944311;;;;;;
83;2;0;0.741524395;;;;;;
83;3;0;0.419971016;;;;;;
83;4;0;0.544327316;;;;;;
83;5;0;0.522309279;;;;;;
83;6;0.000879897;0.415525425;;;;;;
83;7;0.077653003;0.298973935;;;;;;
83;8;0.27610925;0.193249323;;;;;;
83;9;0.479957008;0.066090685;;;;;;
83;10;0.695242261;0.016955451;;;;;;
83;11;0.753245293;0.02095629;;;;;;
83;12;0.849566014;0.032505457;;;;;;
83;13;0.811805188;0.058338668;;;;;;
83;14;0.566456702;0.068035747;;;;;;
83;15;0.479335304;0.10305708;;;;;;
83;16;0.21507984;0.19716907;;;;;;
83;17;0.093493664;0.160170881;;;;;;
83;18;0.016939923;0.088251731;;;;;;
83;19;1.54E-05;0.076271184;;;;;;
83;20;0;0.131511674;;;;;;
83;21;0;0.240556084;;;;;;
83;22;0;0.251152258;;;;;;
83;23;0;0.217795692;;;;;;
84;0;0;0.149239651;;;;;;
84;1;0;0.266795265;;;;;;
84;2;0;0.361457964;;;;;;
84;3;0;0.357989333;;;;;;
84;4;0;0.362317802;;;;;;
84;5;0;0.463611265;;;;;;
84;6;0.000293871;0.320693295;;;;;;
84;7;0.087266429;0.16551077;;;;;;
84;8;0.297207879;0.131522181;;;;;;
84;9;0.519171495;0.037960129;;;;;;
84;10;0.692752067;0.021780851;;;;;;
84;11;0.749483552;0.038623557;;;;;;
84;12;0.722568817;0.127477055;;;;;;
84;13;0.750624166;0.164615069;;;;;;
84;14;0.723701563;0.157506206;;;;;;
84;15;0.613904463;0.171454056;;;;;;
84;16;0.541009151;0.185468645;;;;;;
84;17;0.28493317;0.173224645;;;;;;
84;18;0.059019498;0.185780788;;;;;;
84;19;2.70E-05;0.224784891;;;;;;
84;20;0;0.201976745;;;;;;
84;21;0;0.425148121;;;;;;
84;22;0;0.632340648;;;;;;
84;23;0;0.622560687;;;;;;
85;0;0;0.588527363;;;;;;
85;1;0;0.612411732;;;;;;
85;2;0;0.492443026;;;;;;
85;3;0;0.525130295;;;;;;
85;4;0;0.46880098;;;;;;
85;5;0;0.426149735;;;;;;
85;6;0.000403061;0.412510871;;;;;;
85;7;0.094686444;0.387574627;;;;;;
85;8;0.321446669;0.229937651;;;;;;
85;9;0.540280847;0.056167371;;;;;;
85;10;0.711381433;0.056854805;;;;;;
85;11;0.819725997;0.058650668;;;;;;
85;12;0.865707844;0.071598694;;;;;;
85;13;0.871195057;0.06917305;;;;;;
85;14;0.813654974;0.082211314;;;;;;
85;15;0.689639502;0.092265901;;;;;;
85;16;0.513470257;0.104905076;;;;;;
85;17;0.293679502;0.086514551;;;;;;
85;18;0.056796488;0.132041078;;;;;;
85;19;1.43E-05;0.235887597;;;;;;
85;20;0;0.390886381;;;;;;
85;21;0;0.665285569;;;;;;
85;22;0;0.647730601;;;;;;
85;23;0;0.490421452;;;;;;
86;0;0;0.469010894;;;;;;
86;1;0;0.508556223;;;;;;
86;2;0;0.590109275;;;;;;
86;3;0;0.660520958;;;;;;
86;4;0;0.533119593;;;;;;
86;5;0;0.43974389;;;;;;
86;6;0.000342958;0.398860294;;;;;;
86;7;0.088621897;0.376918926;;;;;;
86;8;0.321336135;0.157060486;;;;;;
86;9;0.537262736;0.06756709;;;;;;
86;10;0.707123409;0.05622355;;;;;;
86;11;0.819516309;0.053266448;;;;;;
86;12;0.865793536;0.047795924;;;;;;
86;13;0.860284836;0.048346905;;;;;;
86;14;0.797860183;0.035784851;;;;;;
86;15;0.671430679;0.042752736;;;;;;
86;16;0.492258234;0.045655639;;;;;;
86;17;0.275741034;0.072518312;;;;;;
86;18;0.049425344;0.122749007;;;;;;
86;19;6.75E-06;0.146033244;;;;;;
86;20;0;0.226597163;;;;;;
86;21;0;0.474907193;;;;;;
86;22;0;0.591763921;;;;;;
86;23;0;0.556500725;;;;;;
87;0;0;0.565731364;;;;;;
87;1;0;0.65196694;;;;;;
87;2;0;0.698107492;;;;;;
87;3;0;0.563146549;;;;;;
87;4;0;0.673520461;;;;;;
87;5;0;0.537766376;;;;;;
87;6;0.000308706;0.606115939;;;;;;
87;7;0.080955674;0.690302754;;;;;;
87;8;0.310233497;0.37659081;;;;;;
87;9;0.525528904;0.250756906;;;;;;
87;10;0.693887128;0.173500959;;;;;;
87;11;0.80823165;0.125999598;;;;;;
87;12;0.857586589;0.161248775;;;;;;
87;13;0.849754038;0.124988077;;;;;;
87;14;0.779394033;0.130546958;;;;;;
87;15;0.665811942;0.168863972;;;;;;
87;16;0.49140714;0.175004215;;;;;;
87;17;0.27251417;0.23839801;;;;;;
87;18;0.035028942;0.383217287;;;;;;
87;19;2.33E-06;0.57877572;;;;;;
87;20;0;0.814294208;;;;;;
87;21;0;0.857447282;;;;;;
87;22;0;0.903513621;;;;;;
87;23;0;0.941801385;;;;;;
88;0;0;0.915146064;;;;;;
88;1;0;0.831448334;;;;;;
88;2;0;0.767985369;;;;;;
88;3;0;0.606884483;;;;;;
88;4;0;0.479613014;;;;;;
88;5;0;0.414772596;;;;;;
88;6;0.000321558;0.473982748;;;;;;
88;7;0.0588901;0.505433896;;;;;;
88;8;0.256230161;0.358885951;;;;;;
88;9;0.454024562;0.247153013;;;;;;
88;10;0.657515025;0.20349142;;;;;;
88;11;0.700850446;0.162295712;;;;;;
88;12;0.817788293;0.162884092;;;;;;
88;13;0.687753451;0.15171539;;;;;;
88;14;0.605957564;0.192520262;;;;;;
88;15;0.541667247;0.169100449;;;;;;
88;16;0.394571526;0.145221895;;;;;;
88;17;0.239530704;0.114020101;;;;;;
88;18;0.038043328;0.185463869;;;;;;
88;19;6.97E-08;0.267102979;;;;;;
88;20;0;0.390200541;;;;;;
88;21;0;0.44873749;;;;;;
88;22;0;0.601948707;;;;;;
88;23;0;0.654226407;;;;;;
89;0;0;0.583277552;;;;;;
89;1;0;0.44415107;;;;;;
89;2;0;0.597162516;;;;;;
89;3;0;0.457216523;;;;;;
89;4;0;0.453676909;;;;;;
89;5;0;0.393447899;;;;;;
89;6;0.000215614;0.412712602;;;;;;
89;7;0.065659032;0.34059568;;;;;;
89;8;0.264204009;0.25444483;;;;;;
89;9;0.477816665;0.105398849;;;;;;
89;10;0.604906932;0.064371913;;;;;;
89;11;0.715807133;0.076159662;;;;;;
89;12;0.786371532;0.130969668;;;;;;
89;13;0.687787578;0.14774805;;;;;;
89;14;0.674346102;0.133103968;;;;;;
89;15;0.553047315;0.129681014;;;;;;
89;16;0.459792242;0.099462164;;;;;;
89;17;0.24647688;0.097468434;;;;;;
89;18;0.037032337;0.106176037;;;;;;
89;19;0;0.111785636;;;;;;
89;20;0;0.191561962;;;;;;
89;21;0;0.303281126;;;;;;
89;22;0;0.395331415;;;;;;
89;23;0;0.473933617;;;;;;
90;0;0;0.690765916;;;;;;
90;1;0;0.717682844;;;;;;
90;2;0;0.832421807;;;;;;
90;3;0;0.878837;;;;;;
90;4;0;0.9468151;;;;;;
90;5;0;0.907147273;;;;;;
90;6;0.000276094;0.856328074;;;;;;
90;7;0.017970487;0.866234868;;;;;;
90;8;0.073115361;0.80794622;;;;;;
90;9;0.113267285;0.458973029;;;;;;
90;10;0.143963963;0.372181893;;;;;;
90;11;0.189330307;0.198029118;;;;;;
90;12;0.237025101;0.1724364;;;;;;
90;13;0.218151876;0.191188823;;;;;;
90;14;0.275703057;0.186938888;;;;;;
90;15;0.366485961;0.345588892;;;;;;
90;16;0.327627171;0.299761265;;;;;;
90;17;0.180724936;0.443446018;;;;;;
90;18;0.02389631;0.312466336;;;;;;
90;19;0;0.252912818;;;;;;
90;20;0;0.254721249;;;;;;
90;21;0;0.220587001;;;;;;
90;22;0;0.272767423;;;;;;
90;23;0;0.434826025;;;;;;
91;0;0;0.479850843;;;;;;
91;1;0;0.449032807;;;;;;
91;2;0;0.380316665;;;;;;
91;3;0;0.315802736;;;;;;
91;4;0;0.323257796;;;;;;
91;5;0;0.355725629;;;;;;
91;6;5.75E-05;0.345888488;;;;;;
91;7;0.016911335;0.423165805;;;;;;
91;8;0.163815119;0.3684316;;;;;;
91;9;0.378924525;0.239554274;;;;;;
91;10;0.308394134;0.291667978;;;;;;
91;11;0.267492394;0.152620219;;;;;;
91;12;0.303359538;0.097215902;;;;;;
91;13;0.329990095;0.085878378;;;;;;
91;14;0.254175746;0.055785825;;;;;;
91;15;0.150848597;0.068403724;;;;;;
91;16;0.208835921;0.083610871;;;;;;
91;17;0.118454079;0.080854109;;;;;;
91;18;0.010859139;0.08782396;;;;;;
91;19;0;0.117011505;;;;;;
91;20;0;0.142787103;;;;;;
91;21;0;0.130994163;;;;;;
91;22;0;0.16134127;;;;;;
91;23;0;0.207752508;;;;;;
92;0;0;0.409440131;;;;;;
92;1;0;0.465014369;;;;;;
92;2;0;0.459093075;;;;;;
92;3;0;0.503212055;;;;;;
92;4;0;0.327365708;;;;;;
92;5;0;0.265063773;;;;;;
92;6;4.65E-05;0.229065352;;;;;;
92;7;0.022283806;0.151127873;;;;;;
92;8;0.102706915;0.123330345;;;;;;
92;9;0.38083118;0.049499573;;;;;;
92;10;0.459715474;0.152911192;;;;;;
92;11;0.467631682;0.217943682;;;;;;
92;12;0.297999398;0.090332867;;;;;;
92;13;0.258752425;0.10191901;;;;;;
92;14;0.330889635;0.162564842;;;;;;
92;15;0.276718528;0.264195804;;;;;;
92;16;0.200012833;0.240306124;;;;;;
92;17;0.152193065;0.115539899;;;;;;
92;18;0.02121713;0.050346627;;;;;;
92;19;0;0.052487538;;;;;;
92;20;0;0.087626832;;;;;;
92;21;0;0.149456598;;;;;;
92;22;0;0.148174233;;;;;;
92;23;0;0.124922927;;;;;;
93;0;0;0.157973231;;;;;;
93;1;0;0.131839102;;;;;;
93;2;0;0.122712306;;;;;;
93;3;0;0.056428406;;;;;;
93;4;0;0.076335071;;;;;;
93;5;0;0.109227421;;;;;;
93;6;8.78E-05;0.178477507;;;;;;
93;7;0.00980119;0.119703923;;;;;;
93;8;0.06510338;0.193468736;;;;;;
93;9;0.118305926;0.102579833;;;;;;
93;10;0.14901682;0.077281836;;;;;;
93;11;0.152907922;0.032416344;;;;;;
93;12;0.127319071;0.027518854;;;;;;
93;13;0.143840352;0.052730772;;;;;;
93;14;0.169955043;0.109903457;;;;;;
93;15;0.115760216;0.122582853;;;;;;
93;16;0.09672683;0.200600573;;;;;;
93;17;0.057182957;0.237686166;;;;;;
93;18;0.043589458;0.261961625;;;;;;
93;19;0;0.231927575;;;;;;
93;20;0;0.162231911;;;;;;
93;21;0;0.219596274;;;;;;
93;22;0;0.183052109;;;;;;
93;23;0;0.25496242;;;;;;
94;0;0;0.260653116;;;;;;
94;1;0;0.302522432;;;;;;
94;2;0;0.497326228;;;;;;
94;3;0;0.72646148;;;;;;
94;4;0;0.741858146;;;;;;
94;5;0;0.769742184;;;;;;
94;6;8.17E-05;0.853174902;;;;;;
94;7;0.074211166;0.763125162;;;;;;
94;8;0.303688284;0.494156204;;;;;;
94;9;0.483195196;0.610461211;;;;;;
94;10;0.642697022;0.731750029;;;;;;
94;11;0.785758395;0.836053886;;;;;;
94;12;0.831281233;0.806725381;;;;;;
94;13;0.862394516;0.836519545;;;;;;
94;14;0.796054258;0.890495568;;;;;;
94;15;0.61874465;0.806760045;;;;;;
94;16;0.501075615;0.806970393;;;;;;
94;17;0.257564883;0.680519986;;;;;;
94;18;0.02957362;0.480578751;;;;;;
94;19;0;0.432743734;;;;;;
94;20;0;0.41390986;;;;;;
94;21;0;0.441192273;;;;;;
94;22;0;0.479560435;;;;;;
94;23;0;0.525848949;;;;;;
95;0;0;0.455194473;;;;;;
95;1;0;0.344485846;;;;;;
95;2;0;0.306578834;;;;;;
95;3;0;0.22501962;;;;;;
95;4;0;0.157864798;;;;;;
95;5;0;0.252097237;;;;;;
95;6;0.000125286;0.390329896;;;;;;
95;7;0.076256944;0.391544533;;;;;;
95;8;0.31542682;0.260667758;;;;;;
95;9;0.55358435;0.085656303;;;;;;
95;10;0.726690521;0.189606548;;;;;;
95;11;0.846889081;0.328202036;;;;;;
95;12;0.879647972;0.484792549;;;;;;
95;13;0.692237471;0.492753719;;;;;;
95;14;0.622522552;0.490823031;;;;;;
95;15;0.374157835;0.330153095;;;;;;
95;16;0.273002553;0.405453816;;;;;;
95;17;0.194207079;0.456984085;;;;;;
95;18;0.022367087;0.843896286;;;;;;
95;19;0;0.946084406;;;;;;
95;20;0;0.915123296;;;;;;
95;21;0;0.941567626;;;;;;
95;22;0;0.916585333;;;;;;
95;23;0;0.848025803;;;;;;
96;0;0;0.675539982;;;;;;
96;1;0;0.707217467;;;;;;
96;2;0;0.674406425;;;;;;
96;3;0;0.531929373;;;;;;
96;4;0;0.487336526;;;;;;
96;5;0;0.426913552;;;;;;
96;6;0.000118324;0.425817606;;;;;;
96;7;0.082465145;0.45040479;;;;;;
96;8;0.353803275;0.319742656;;;;;;
96;9;0.597760878;0.165855219;;;;;;
96;10;0.787137631;0.142762969;;;;;;
96;11;0.905154264;0.057313823;;;;;;
96;12;0.953398816;0.048523286;;;;;;
96;13;0.940722491;0.033619943;;;;;;
96;14;0.867908026;0.020503948;;;;;;
96;15;0.731244863;0.013044287;;;;;;
96;16;0.534128603;0.026707934;;;;;;
96;17;0.278939797;0.05586832;;;;;;
96;18;0.02846386;0.145310765;;;;;;
96;19;0;0.165585192;;;;;;
96;20;0;0.281355732;;;;;;
96;21;0;0.337602774;;;;;;
96;22;0;0.348569408;;;;;;
96;23;0;0.328185169;;;;;;
97;0;0;0.277429214;;;;;;
97;1;0;0.276775718;;;;;;
97;2;0;0.264581053;;;;;;
97;3;0;0.377411057;;;;;;
97;4;0;0.365333552;;;;;;
97;5;0;0.425036865;;;;;;
97;6;9.41E-05;0.388217265;;;;;;
97;7;0.075735742;0.1930932;;;;;;
97;8;0.340823616;0.150119872;;;;;;
97;9;0.576565241;0.115526862;;;;;;
97;10;0.754815179;0.175061638;;;;;;
97;11;0.872494946;0.166999024;;;;;;
97;12;0.919824715;0.144380371;;;;;;
97;13;0.906479933;0.095915662;;;;;;
97;14;0.836503844;0.089705853;;;;;;
97;15;0.700365843;0.066050655;;;;;;
97;16;0.505238008;0.072384486;;;;;;
97;17;0.25899815;0.071898922;;;;;;
97;18;0.024506082;0.118631079;;;;;;
97;19;0;0.223356393;;;;;;
97;20;0;0.415931896;;;;;;
97;21;0;0.598148075;;;;;;
97;22;0;0.694026931;;;;;;
97;23;0;0.550641898;;;;;;
98;0;0;0.606794777;;;;;;
98;1;0;0.615742587;;;;;;
98;2;0;0.569695391;;;;;;
98;3;0;0.587269178;;;;;;
98;4;0;0.59541081;;;;;;
98;5;0;0.661355175;;;;;;
98;6;9.86E-05;0.677509929;;;;;;
98;7;0.080149975;0.666634719;;;;;;
98;8;0.333361394;0.528251419;;;;;;
98;9;0.580305004;0.272744759;;;;;;
98;10;0.755624271;0.264062708;;;;;;
98;11;0.879773513;0.251561551;;;;;;
98;12;0.924068914;0.218250394;;;;;;
98;13;0.915151405;0.242770352;;;;;;
98;14;0.844420338;0.297035441;;;;;;
98;15;0.707613219;0.351283445;;;;;;
98;16;0.510721092;0.379349016;;;;;;
98;17;0.252843316;0.433257194;;;;;;
98;18;0.022616386;0.700635365;;;;;;
98;19;0;0.932889395;;;;;;
98;20;0;0.988560635;;;;;;
98;21;0;0.97861563;;;;;;
98;22;0;0.988071389;;;;;;
98;23;0;0.983004608;;;;;;
99;0;0;0.973885764;;;;;;
99;1;0;0.968358022;;;;;;
99;2;0;0.967460892;;;;;;
99;3;0;0.942801546;;;;;;
99;4;0;0.833628056;;;;;;
99;5;0;0.912245054;;;;;;
99;6;0.000160223;0.915658278;;;;;;
99;7;0.083238796;0.938165676;;;;;;
99;8;0.303128897;0.873680718;;;;;;
99;9;0.546812368;0.684637103;;;;;;
99;10;0.728341675;0.484249592;;;;;;
99;11;0.816271252;0.401269633;;;;;;
99;12;0.806762929;0.306681416;;;;;;
99;13;0.693039944;0.283979726;;;;;;
99;14;0.704182491;0.327593818;;;;;;
99;15;0.455360447;0.309614701;;;;;;
99;16;0.16479375;0.32235357;;;;;;
99;17;0.145440791;0.333809839;;;;;;
99;18;0.009376735;0.555255278;;;;;;
99;19;0;0.754854607;;;;;;
99;20;0;0.962723339;;;;;;
99;21;0;0.960989149;;;;;;
99;22;0;0.940108039;;;;;;
99;23;0;0.824849264;;;;;;
100;0;0;0.88277463;;;;;;
100;1;0;0.89526639;;;;;;
100;2;0;0.92896636;;;;;;
100;3;0;0.859699794;;;;;;
100;4;0;0.755821449;;;;;;
100;5;0;0.918006337;;;;;;
100;6;0;0.954780606;;;;;;
100;7;0.004053295;0.932278079;;;;;;
100;8;0.00736198;0.907461729;;;;;;
100;9;0.001806914;0.64429916;;;;;;
100;10;0.002410708;0.857799235;;;;;;
100;11;0.01423637;0.460602088;;;;;;
100;12;0.029194852;0.138424428;;;;;;
100;13;0.069779115;0.095568319;;;;;;
100;14;0.076233716;0.126463494;;;;;;
100;15;0.055679007;0.155716174;;;;;;
100;16;0.033379152;0.244944086;;;;;;
100;17;0.033471636;0.156015948;;;;;;
100;18;0.002114747;0.164939997;;;;;;
100;19;0;0.082980522;;;;;;
100;20;0;0.167918592;;;;;;
100;21;0;0.149915299;;;;;;
100;22;0;0.196261706;;;;;;
100;23;0;0.256671017;;;;;;
101;0;0;0.394135204;;;;;;
101;1;0;0.431989338;;;;;;
101;2;0;0.266732009;;;;;;
101;3;0;0.370510817;;;;;;
101;4;0;0.408776032;;;;;;
101;5;0;0.492774137;;;;;;
101;6;0;0.376660318;;;;;;
101;7;0.006060933;0.312259576;;;;;;
101;8;0.037048676;0.217270703;;;;;;
101;9;0.120116811;0.449024751;;;;;;
101;10;0.346828663;0.690983324;;;;;;
101;11;0.506980955;0.571704583;;;;;;
101;12;0.752497781;0.587094374;;;;;;
101;13;0.81675223;0.557605043;;;;;;
101;14;0.627769979;0.562558264;;;;;;
101;15;0.549556658;0.58096383;;;;;;
101;16;0.456229452;0.706689179;;;;;;
101;17;0.210935838;0.633526518;;;;;;
101;18;0.015249114;0.617983881;;;;;;
101;19;0;0.697426249;;;;;;
101;20;0;0.800896942;;;;;;
101;21;0;0.848697265;;;;;;
101;22;0;0.85863211;;;;;;
101;23;0;0.763596294;;;;;;
102;0;0;0.605114571;;;;;;
102;1;0;0.559152163;;;;;;
102;2;0;0.739655831;;;;;;
102;3;0;0.698994945;;;;;;
102;4;0;0.573941214;;;;;;
102;5;0;0.534422013;;;;;;
102;6;4.43E-05;0.509327829;;;;;;
102;7;0.074013008;0.479416867;;;;;;
102;8;0.356869796;0.321644598;;;;;;
102;9;0.590191222;0.141835692;;;;;;
102;10;0.787389621;0.134748097;;;;;;
102;11;0.907921557;0.182215843;;;;;;
102;12;0.959162004;0.168877454;;;;;;
102;13;0.944047965;0.172333054;;;;;;
102;14;0.87195561;0.187995385;;;;;;
102;15;0.729998174;0.193488309;;;;;;
102;16;0.52835628;0.152312193;;;;;;
102;17;0.250563043;0.117256573;;;;;;
102;18;0.018044263;0.117299727;;;;;;
102;19;0;0.107040475;;;;;;
102;20;0;0.109888376;;;;;;
102;21;0;0.092076448;;;;;;
102;22;0;0.046709744;;;;;;
102;23;0;0.033444777;;;;;;
103;0;0;0.034744669;;;;;;
103;1;0;0.056848201;;;;;;
103;2;0;0.142755522;;;;;;
103;3;0;0.218606027;;;;;;
103;4;0;0.265327685;;;;;;
103;5;0;0.29667225;;;;;;
103;6;7.17E-06;0.305739226;;;;;;
103;7;0.054729433;0.273224262;;;;;;
103;8;0.314605939;0.20661904;;;;;;
103;9;0.520406074;0.149495648;;;;;;
103;10;0.751277822;0.139411815;;;;;;
103;11;0.841437221;0.166479167;;;;;;
103;12;0.919926933;0.254972256;;;;;;
103;13;0.899294569;0.308663546;;;;;;
103;14;0.820311253;0.392063047;;;;;;
103;15;0.667102997;0.483157898;;;;;;
103;16;0.490757939;0.483054244;;;;;;
103;17;0.226652917;0.431863849;;;;;;
103;18;0.014142614;0.48724238;;;;;;
103;19;0;0.560114881;;;;;;
103;20;0;0.71331918;;;;;;
103;21;0;0.86113106;;;;;;
103;22;0;0.794955348;;;;;;
103;23;0;0.729384621;;;;;;
104;0;0;0.755646916;;;;;;
104;1;0;0.83601976;;;;;;
104;2;0;0.871864104;;;;;;
104;3;0;0.816911893;;;;;;
104;4;0;0.814626958;;;;;;
104;5;0;0.842258188;;;;;;
104;6;1.59E-05;0.774286673;;;;;;
104;7;0.055501037;0.668099342;;;;;;
