DEMANDA_TOTAL;FACTOR_SOLAR;FACTOR_EOLICO;POTENCIA_SOLAR;POTENCIA_EOLICA;DEMANDA_RESIDUAL;DEMANDA_RESIDUAL_POSITIVA
1128;0.828846627;0.111019243;207.2116568;166.5288645;754.2594788;754.2594788
1117;0.714760619;0.092496989;178.6901548;138.7454835;799.5643618;799.5643618
1118;0.558204793;0.098853489;139.5511983;148.2802335;830.1685683;830.1685683
1128;0.314845632;0.063745318;78.711408;95.617977;953.670615;953.670615
1131;0.120274708;0.029391918;30.068677;44.087877;1056.843446;1056.843446
1100;0.023567585;0.035349264;5.89189625;53.023896;1041.084208;1041.084208
1109;0;0.032356471;0;48.5347065;1060.465294;1060.465294
1259;0;0.031509404;0;47.264106;1211.735894;1211.735894
1260;0;0.061558713;0;92.3380695;1167.661931;1167.661931
1190;0;0.098858694;0;148.288041;1041.711959;1041.711959
1098;0;0.131217544;0;196.826316;901.173684;901.173684
1012;0;0.161335792;0;242.003688;769.996312;769.996312
891;0;0.077997194;0;116.995791;774.004209;774.004209
870;0;0.050442973;0;75.6644595;794.3355405;794.3355405
833;0;0.040349685;0;60.5245275;772.4754725;772.4754725
821;0.00348487;0.028732412;0.8712175;43.098618;777.0301645;777.0301645
781;0.07126721;0.004951786;17.8168025;7.427679;755.7555185;755.7555185
764;0.265038205;0.002417824;66.25955125;3.626736;694.1137128;694.1137128
826;0.487565843;0.00012898;121.8914608;0.19347;703.9150693;703.9150693
887;0.679025926;0.022834543;169.7564815;34.2518145;682.991704;682.991704
963;0.823062532;0.047339128;205.765633;71.008692;686.225675;686.225675
996;0.908268376;0.048406038;227.067094;72.609057;696.323849;696.323849
1038;0.927934968;0.039259466;231.983742;58.889199;747.127059;747.127059
1053;0.910342789;0.049539374;227.5856973;74.309061;751.1052418;751.1052418
1057;0.836857983;0.024896559;209.2144958;37.3448385;810.4406658;810.4406658
1074;0.704485407;0.031012597;176.1213518;46.5188955;851.3597528;851.3597528
1073;0.528478455;0.039761474;132.1196138;59.642211;881.2381753;881.2381753
1068;0.317115444;0.052287012;79.278861;78.430518;910.290621;910.290621
1083;0.120481002;0.115255126;30.1202505;172.882689;879.9970605;879.9970605
1046;0.026270951;0.196856517;6.56773775;295.2847755;744.1474868;744.1474868
1081;0;0.432189202;0;648.283803;432.716197;432.716197
1228;0;0.542858571;0;814.2878565;413.7121435;413.7121435
1310;0;0.535936741;0;803.9051115;506.0948885;506.0948885
1292;0;0.717317636;0;1075.976454;216.023546;216.023546
1207;0;0.834768891;0;1252.153337;-45.1533365;0
1052;0;0.654928755;0;982.3931325;69.6068675;69.6068675
982;0;0.824200828;0;1236.301242;-254.301242;0
926;0;0.843054522;0;1264.581783;-338.581783;0
931;0;0.87433049;0;1311.495735;-380.495735;0
945;0.00260884;0.84108963;0.65221;1261.634445;-317.286655;0
996;0.053171087;0.463294602;13.29277175;694.941903;287.7653253;287.7653253
1044;0.183625851;0.149453747;45.90646275;224.1806205;773.9129168;773.9129168
1131;0.379127209;0.120614936;94.78180225;180.922404;855.2957938;855.2957938
1212;0.554044342;0.141770624;138.5110855;212.655936;860.8329785;860.8329785
1274;0.768252701;0.157944231;192.0631753;236.9163465;845.0204783;845.0204783
1331;0.857443297;0.148978289;214.3608243;223.4674335;893.1717423;893.1717423
1374;0.819837019;0.17970743;204.9592548;269.561145;899.4796003;899.4796003
1396;0.693613266;0.145106239;173.4033165;217.6593585;1004.937325;1004.937325
1413;0.5199101;0.061284043;129.977525;91.9260645;1191.096411;1191.096411
1429;0.40551318;0.019871266;101.378295;29.806899;1297.814806;1297.814806
1432;0.25844265;0.016232554;64.6106625;24.348831;1343.040507;1343.040507
1418;0.093154933;0.109870379;23.28873325;164.8055685;1229.905698;1229.905698
1378;0.045658089;0.116850968;11.41452225;175.276452;1191.309026;1191.309026
1309;0.00371132;0.21211616;0.92783;318.17424;989.89793;989.89793
1284;0;0.333640309;0;500.4604635;783.5395365;783.5395365
1434;0;0.449617111;0;674.4256665;759.5743335;759.5743335
1489;0;0.715666644;0;1073.499966;415.500034;415.500034
1430;0;0.718735624;0;1078.103436;351.896564;351.896564
1315;0;0.74190408;0;1112.85612;202.14388;202.14388
1160;0;0.696786522;0;1045.179783;114.820217;114.820217
1057;0;0.368822266;0;553.233399;503.766601;503.766601
1013;0;0.138797595;0;208.1963925;804.8036075;804.8036075
1015;0;0.20097837;0;301.467555;713.532445;713.532445
1014;0.00115463;0.204452097;0.2886575;306.6781455;707.033197;707.033197
1045;0.023301306;0.417532;5.8253265;626.298;412.8766735;412.8766735
1123;0.046653107;0.122603172;11.66327675;183.904758;927.4319653;927.4319653
1208;0.154555555;0.082866848;38.63888875;124.300272;1045.060839;1045.060839
1281;0.136378048;0.114182831;34.094512;171.2742465;1075.631242;1075.631242
1301;0.20033586;0.062567452;50.083965;93.851178;1157.064857;1157.064857
1328;0.165014649;0.059149391;41.25366225;88.7240865;1198.022251;1198.022251
1322;0.267645977;0.06991238;66.91149425;104.86857;1150.219936;1150.219936
1330;0.265500651;0.219210275;66.37516275;328.8154125;934.8094248;934.8094248
1345;0.283233109;0.425117234;70.80827725;637.675851;636.5158718;636.5158718
1360;0.417542872;0.243455863;104.385718;365.1837945;890.4304875;890.4304875
1368;0.275473949;0.050248854;68.86848725;75.373281;1223.758232;1223.758232
1362;0.192374376;0.06660191;48.093594;99.902865;1214.003541;1214.003541
1333;0.101526503;0.135025472;25.38162575;202.538208;1105.080166;1105.080166
1276;0.021209121;0.106112873;5.30228025;159.1693095;1111.52841;1111.52841
1252;0;0.044016691;0;66.0250365;1185.974964;1185.974964
1390;0;0.050437686;0;75.656529;1314.343471;1314.343471
1454;0;0.084071176;0;126.106764;1327.893236;1327.893236
1392;0;0.176333067;0;264.4996005;1127.5004;1127.5004
1262;0;0.174196467;0;261.2947005;1000.7053;1000.7053
1120;0;0.096078613;0;144.1179195;975.8820805;975.8820805
1034;0;0.074456393;0;111.6845895;922.3154105;922.3154105
995;0;0.068280638;0;102.420957;892.579043;892.579043
983;0;0.071676148;0;107.514222;875.485778;875.485778
1004;0.00396972;0.080620838;0.99243;120.931257;882.076313;882.076313
1039;0.066193553;0.120006804;16.54838825;180.010206;842.4414058;842.4414058
1107;0.209713526;0.048681012;52.4283815;73.021518;981.5501005;981.5501005
1134;0.462503958;0.034585738;115.6259895;51.878607;966.4954035;966.4954035
1276;0.650491244;0.066978958;162.622811;100.468437;1012.908752;1012.908752
1357;0.76482932;0.119001153;191.20733;178.5017295;987.2909405;987.2909405
1413;0.823648335;0.123092318;205.9120838;184.638477;1022.449439;1022.449439
1457;0.841849026;0.170673537;210.4622565;256.0103055;990.527438;990.527438
1463;0.760411999;0.227110394;190.1029998;340.665591;932.2314093;932.2314093
1492;0.577873661;0.306769986;144.4684153;460.154979;887.3766058;887.3766058
1486;0.449631955;0.406666376;112.4079888;609.999564;763.5924473;763.5924473
1482;0.361496183;0.226904529;90.37404575;340.3567935;1051.269161;1051.269161
1462;0.249170369;0.054384034;62.29259225;81.576051;1318.131357;1318.131357
1415;0.11541907;0.04605951;28.8547675;69.089265;1317.055968;1317.055968
1334;0.025417588;0.074308043;6.354397;111.4620645;1216.183539;1216.183539
1306;0;0.143677461;0;215.5161915;1090.483809;1090.483809
1469;0;0.364535888;0;546.803832;922.196168;922.196168
1483;0;0.409284615;0;613.9269225;869.0730775;869.0730775
1424;0;0.401921306;0;602.881959;821.118041;821.118041
1329;0;0.403786148;0;605.679222;723.320778;723.320778
1211;0;0.373571348;0;560.357022;650.642978;650.642978
1076;0;0.457062332;0;685.593498;390.406502;390.406502
1053;0;0.48084556;0;721.26834;331.73166;331.73166
1025;0;0.501197462;0;751.796193;273.203807;273.203807
1047;0.001133947;0.239229797;0.28348675;358.8446955;687.8718178;687.8718178
1064;0.035768813;0.339488347;8.94220325;509.2325205;545.8252763;545.8252763
1113;0.087891323;0.353841639;21.97283075;530.7624585;560.2647108;560.2647108
1182;0.092806741;0.278955215;23.20168525;418.4328225;740.3654923;740.3654923
1295;0.117680155;0.189596633;29.42003875;284.3949495;981.1850118;981.1850118
1332;0.268548949;0.503257103;67.13723725;754.8856545;509.9771083;509.9771083
1377;0.463870792;0.665040128;115.967698;997.560192;263.47211;263.47211
1379;0.449447472;0.463765297;112.361868;695.6479455;570.9901865;570.9901865
1396;0.467125858;0.562764708;116.7814645;844.147062;435.0714735;435.0714735
1401;0.494798603;0.828106252;123.6996508;1242.159378;35.14097125;35.14097125
1390;0.398269206;0.84515449;99.5673015;1267.731735;22.7009635;22.7009635
1354;0.350221446;0.905529009;87.5553615;1358.293514;-91.848875;0
1392;0.21209637;0.945941782;53.0240925;1418.912673;-79.9367655;0
1373;0.089405224;0.91277321;22.351306;1369.159815;-18.511121;0
1302;0.013558552;0.868305728;3.389638;1302.458592;-3.84823;0
1346;0;0.903329649;0;1354.994474;-8.9944735;0
1394;0;0.818061704;0;1227.092556;166.907444;166.907444
1333;0;0.731085848;0;1096.628772;236.371228;236.371228
1259;0;0.88841263;0;1332.618945;-73.618945;0
1141;0;0.719440913;0;1079.16137;61.8386305;61.8386305
1027;0;0.414947424;0;622.421136;404.578864;404.578864
947;0;0.470593797;0;705.8906955;241.1093045;241.1093045
928;0;0.574387983;0;861.5819745;66.4180255;66.4180255
918;0;0.162953386;0;244.430079;673.569921;673.569921
913;0.000617911;0.140251385;0.15447775;210.3770775;702.4684448;702.4684448
960;0.016860518;0.751449116;4.2151295;1127.173674;-171.3888035;0
985;0.065858097;0.878610375;16.46452425;1317.915563;-349.3800868;0
1069;0.201066929;0.495034505;50.26673225;742.5517575;276.1815103;276.1815103
1142;0.325231127;0.195681173;81.30778175;293.5217595;767.1704588;767.1704588
1185;0.571378242;0.284688387;142.8445605;427.0325805;615.122859;615.122859
1207;0.507925729;0.502767893;126.9814323;754.1518395;325.8667283;325.8667283
1206;0.561475215;0.56867981;140.3688038;853.019715;212.6114813;212.6114813
1243;0.679443459;0.545572201;169.8608648;818.3583015;254.7808338;254.7808338
1224;0.730810636;0.833549848;182.702659;1250.324772;-209.027431;0
1220;0.636504638;0.844838337;159.1261595;1267.257506;-206.383665;0
1212;0.50353235;0.726869655;125.8830875;1090.304483;-4.18757;0
1190;0.267417656;0.479451802;66.854414;719.177703;403.967883;403.967883
1175;0.119263364;0.316452856;29.815841;474.679284;670.504875;670.504875
1143;0.028503674;0.192486195;7.1259185;288.7292925;847.144789;847.144789
1142;3.31E-05;0.302203324;0.008275;453.304986;688.686739;688.686739
1251;0;0.36706723;0;550.600845;700.399155;700.399155
1291;0;0.228353547;0;342.5303205;948.4696795;948.4696795
1251;0;0.148423867;0;222.6358005;1028.3642;1028.3642
1132;0;0.118082737;0;177.1241055;954.8758945;954.8758945
1029;0;0.103664334;0;155.496501;873.503499;873.503499
937;0;0.064098861;0;96.1482915;840.8517085;840.8517085
892;0;0.111336731;0;167.0050965;724.9949035;724.9949035
873;0;0.080888742;0;121.333113;751.666887;751.666887
880;0.003045904;0.085111075;0.761476;127.6666125;751.5719115;751.5719115
878;0.062093891;0.085771482;15.52347275;128.657223;733.8193043;733.8193043
867;0.265960222;0.056513722;66.4900555;84.770583;715.7393615;715.7393615
950;0.499572844;0.015506635;124.893211;23.2599525;801.8468365;801.8468365
1033;0.703623502;0.031417386;175.9058755;47.126079;809.9680455;809.9680455
1065;0.85087835;0.057360011;212.7195875;86.0400165;766.240396;766.240396
1108;0.935844648;0.061826007;233.961162;92.7390105;781.2998275;781.2998275
1104;0.957042555;0.10721957;239.2606388;160.829355;703.9100063;703.9100063
1114;0.922377072;0.149872254;230.594268;224.808381;658.597351;658.597351
1107;0.868882728;0.154920043;217.220682;232.3800645;657.3992535;657.3992535
1098;0.734978725;0.1202368;183.7446813;180.3552;733.9001188;733.9001188
1106;0.553338504;0.085433821;138.334626;128.1507315;839.5146425;839.5146425
1115;0.337977359;0.085765406;84.49433975;128.648109;901.8575513;901.8575513
1121;0.134191559;0.084504231;33.54788975;126.7563465;960.6957638;960.6957638
1118;0.034993336;0.076136031;8.748334;114.2040465;995.0476195;995.0476195
1105;1.87E-06;0.076786258;0.0004675;115.179387;989.8201455;989.8201455
1239;0;0.07436551;0;111.548265;1127.451735;1127.451735
1280;0;0.080721698;0;121.082547;1158.917453;1158.917453
1202;0;0.098980562;0;148.470843;1053.529157;1053.529157
1109;0;0.092800029;0;139.2000435;969.7999565;969.7999565
1001;0;0.088251472;0;132.377208;868.622792;868.622792
910;0;0.050016894;0;75.025341;834.974659;834.974659
874;0;0.049009379;0;73.5140685;800.4859315;800.4859315
843;0;0.030219964;0;45.329946;797.670054;797.670054
811;0.002717667;0.040833495;0.67941675;61.2502425;749.0703408;749.0703408
780;0.059157314;0.06639259;14.7893285;99.588885;665.6217865;665.6217865
759;0.261028461;0.036413007;65.25711525;54.6195105;639.1233743;639.1233743
794;0.485255137;0.017180889;121.3137843;25.7713335;646.9148823;646.9148823
874;0.678862662;0.016403093;169.7156655;24.6046395;679.679695;679.679695
932;0.825406289;0.034078403;206.3515723;51.1176045;674.5308233;674.5308233
965;0.913048956;0.067814988;228.262239;101.722482;635.015279;635.015279
1021;0.928487593;0.081250102;232.1218983;121.875153;667.0029488;667.0029488
1036;0.898668425;0.112267843;224.6671063;168.4017645;642.9311293;642.9311293
1030;0.853060103;0.089872458;213.2650258;134.808687;681.9262873;681.9262873
1028;0.723699163;0.105568936;180.9247908;158.353404;688.7218053;688.7218053
1045;0.547641866;0.089497075;136.9104665;134.2456125;773.843921;773.843921
1056;0.333903512;0.094536177;83.475878;141.8042655;830.7198565;830.7198565
1059;0.134201447;0.102114624;33.55036175;153.171936;872.2777023;872.2777023
1042;0.035982321;0.100644254;8.99558025;150.966381;882.0380388;882.0380388
1043;2.04E-05;0.116908279;0.0051;175.3624185;867.6324815;867.6324815
1191;0;0.107794873;0;161.6923095;1029.307691;1029.307691
1293;0;0.140966383;0;211.4495745;1081.550426;1081.550426
1289;0;0.187951943;0;281.9279145;1007.072086;1007.072086
1210;0;0.24058624;0;360.87936;849.12064;849.12064
1082;0;0.419355251;0;629.0328765;452.9671235;452.9671235
969;0;0.536035571;0;804.0533565;164.9466435;164.9466435
932;0;0.489940805;0;734.9112075;197.0887925;197.0887925
915;0;0.621892989;0;932.8394835;-17.8394835;0
937;0.001790714;0.637570759;0.4476785;956.3561385;-19.803817;0
958;0.059348785;0.588619316;14.83719625;882.928974;60.23382975;60.23382975
1032;0.255188104;0.396239175;63.797026;594.3587625;373.8442115;373.8442115
1117;0.470133091;0.293433609;117.5332728;440.1504135;559.3163138;559.3163138
1214;0.655281137;0.398399005;163.8202843;597.5985075;452.5812083;452.5812083
1267;0.765593277;0.4787105;191.3983193;718.06575;357.5359308;357.5359308
1338;0.832834677;0.575173351;208.2086693;862.7600265;267.0313043;267.0313043
1389;0.840499675;0.662713351;210.1249188;994.0700265;184.8050548;184.8050548
1397;0.842745187;0.648836098;210.6862968;973.254147;213.0595563;213.0595563
1432;0.774393025;0.632881326;193.5982563;949.321989;289.0797548;289.0797548
1435;0.512723232;0.776473712;128.180808;1164.710568;142.108624;142.108624
1417;0.262858028;0.787629342;65.714507;1181.444013;169.84148;169.84148
1373;0.159724667;0.949809618;39.93116675;1424.714427;-91.64559375;0
1365;0.063351654;0.906570229;15.8379135;1359.855344;-10.693257;0
1288;0.004177286;0.933991744;1.0443215;1400.987616;-114.0319375;0
1299;0;0.760309643;0;1140.464465;158.5355355;158.5355355
1294;0;0.674495003;0;1011.742505;282.2574955;282.2574955
1244;0;0.939510559;0;1409.265839;-165.2658385;0
1141;0;0.787237899;0;1180.856849;-39.8568485;0
1012;0;0.395684834;0;593.527251;418.472749;418.472749
935;0;0.29915226;0;448.72839;486.27161;486.27161
870;0;0.378671493;0;568.0072395;301.9927605;301.9927605
858;0;0.496931265;0;745.3968975;112.6031025;112.6031025
845;0;0.550431469;0;825.6472035;19.3527965;19.3527965
855;-0.00373943;0.782779601;-0.9348575;1174.169402;-318.234544;0
888;0.05134169;0.475308848;12.8354225;712.963272;162.2013055;162.2013055
973;0.253024203;0.309513422;63.25605075;464.270133;445.4738163;445.4738163
1079;0.477971166;0.232944027;119.4927915;349.4160405;610.091168;610.091168
1132;0.619545576;0.103353233;154.886394;155.0298495;822.0837565;822.0837565
1169;0.818133767;0.048315771;204.5334418;72.4736565;891.9929018;891.9929018
1215;0.900244831;0.032058176;225.0612078;48.087264;941.8515283;941.8515283
1233;0.982850148;0.020017828;245.712537;30.026742;957.260721;957.260721
1252;0.951809318;0.019941935;237.9523295;29.9129025;984.134768;984.134768
1275;0.850022558;0.028480648;212.5056395;42.720972;1019.773389;1019.773389
1265;0.741786411;0.020743058;185.4466028;31.114587;1048.43881;1048.43881
1261;0.556836386;0.016872688;139.2090965;25.309032;1096.481872;1096.481872
1258;0.331297845;0.0188307;82.82446125;28.24605;1146.929489;1146.929489
1223;0.13160354;0.013861804;32.900885;20.792706;1169.306409;1169.306409
1168;0.032207157;0.023774141;8.05178925;35.6612115;1124.286999;1124.286999
1158;3.97E-05;0.070474075;0.009925;105.7111125;1052.278963;1052.278963
1268;0;0.055606145;0;83.4092175;1184.590783;1184.590783
1364;0;0.048223335;0;72.3350025;1291.664998;1291.664998
1319;0;0.055690931;0;83.5363965;1235.463604;1235.463604
1196;0;0.068547361;0;102.8210415;1093.178959;1093.178959
1044;0;0.142782196;0;214.173294;829.826706;829.826706
942;0;0.187552534;0;281.328801;660.671199;660.671199
936;0;0.195717614;0;293.576421;642.423579;642.423579
905;0;0.218954431;0;328.4316465;576.5683535;576.5683535
912;-0.000369779;0.197777927;-0.09244475;296.6668905;615.4255543;615.4255543
949;0.033701039;0.20047365;8.42525975;300.710475;639.8642653;639.8642653
1003;0.188388421;0.180435497;47.09710525;270.6532455;685.2496493;685.2496493
1124;0.384428319;0.148920785;96.10707975;223.3811775;804.5117428;804.5117428
1202;0.601774067;0.245545931;150.4435168;368.3188965;683.2375868;683.2375868
1256;0.732547215;0.42974221;183.1368038;644.613315;428.2498813;428.2498813
1274;0.669162523;0.442965072;167.2906308;664.447608;442.2617613;442.2617613
1345;0.795262482;0.441281951;198.8156205;661.9229265;484.261453;484.261453
1360;0.44150339;0.524005643;110.3758475;786.0084645;463.615688;463.615688
1372;0.591512404;0.2892631;147.878101;433.89465;790.227249;790.227249
1387;0.489592996;0.374718122;122.398249;562.077183;702.524568;702.524568
1399;0.150992237;0.323244504;37.74805925;484.866756;876.3851848;876.3851848
1384;0.086455779;0.203241167;21.61394475;304.8617505;1057.524305;1057.524305
1354;0.038079092;0.213467223;9.519773;320.2008345;1024.279393;1024.279393
1269;0.013673362;0.711158098;3.4183405;1066.737147;198.8445125;198.8445125
1264;4.49E-05;0.25337105;0.011225;380.056575;883.9322;883.9322
1324;0;0.408763828;0;613.145742;710.854258;710.854258
1449;0;0.264320844;0;396.481266;1052.518734;1052.518734
1405;0;0.266118438;0;399.177657;1005.822343;1005.822343
1284;0;0.101761225;0;152.6418375;1131.358163;1131.358163
1161;0;0.039457652;0;59.186478;1101.813522;1101.813522
1058;0;0.042985286;0;64.477929;993.522071;993.522071
988;0;0.096085587;0;144.1283805;843.8716195;843.8716195
951;0;0.086293074;0;129.439611;821.560389;821.560389
965;0.002426029;0.097621995;0.60650725;146.4329925;817.9605003;817.9605003
996;0.051326411;0.128099175;12.83160275;192.1487625;791.0196348;791.0196348
1048;0.183933696;0.111855227;45.983424;167.7828405;834.2337355;834.2337355
1119;0.342293441;0.104112249;85.57336025;156.1683735;877.2582663;877.2582663
1212;0.64511765;0.098521891;161.2794125;147.7828365;902.937751;902.937751
1256;0.823027002;0.116071014;205.7567505;174.106521;876.1367285;876.1367285
1295;0.910294368;0.174805917;227.573592;262.2088755;805.2175325;805.2175325
1334;0.938792964;0.192888235;234.698241;289.3323525;809.9694065;809.9694065
1344;0.924672582;0.140724005;231.1681455;211.0860075;901.745847;901.745847
1352;0.858975515;0.100164448;214.7438788;150.246672;987.0094493;987.0094493
1364;0.697774972;0.073783518;174.443743;110.675277;1078.88098;1078.88098
1360;0.443567176;0.060046788;110.891794;90.070182;1159.038024;1159.038024
1343;0.278508459;0.068943702;69.62711475;103.415553;1169.957332;1169.957332
1316;0.129703182;0.089965994;32.4257955;134.948991;1148.625214;1148.625214
1231;0.053080229;0.216643652;13.27005725;324.965478;892.7644648;892.7644648
1202;2.77E-05;0.305531604;0.006925;458.297406;743.695669;743.695669
1301;0;0.591493275;0;887.2399125;413.7600875;413.7600875
1385;0;0.848325378;0;1272.488067;112.511933;112.511933
1337;0;0.869945286;0;1304.917929;32.082071;32.082071
1162;0;0.901364174;0;1352.046261;-190.046261;0
1106;0;0.84978627;0;1274.679405;-168.679405;0
1029;0;0.83002494;0;1245.03741;-216.03741;0
969;0;0.856678267;0;1285.017401;-316.0174005;0
940;0;0.906340442;0;1359.510663;-419.510663;0
942;0.003775403;0.878556352;0.94385075;1317.834528;-376.7783788;0
946;0.069083594;0.776975618;17.2708985;1165.463427;-236.7343255;0
1004;0.247674577;0.606720206;61.91864425;910.080309;32.00104675;32.00104675
1095;0.463744763;0.451443915;115.9361908;677.1658725;301.8979368;301.8979368
1178;0.659628858;0.310534563;164.9072145;465.8018445;547.290941;547.290941
1225;0.808706982;0.260659817;202.1767455;390.9897255;631.833529;631.833529
1258;0.856250839;0.162927082;214.0627098;244.390623;799.5466673;799.5466673
1318;0.904877687;0.102446678;226.2194218;153.670017;938.1105613;938.1105613
1341;0.885649482;0.073182121;221.4123705;109.7731815;1009.814448;1009.814448
1361;0.833245654;0.07449057;208.3114135;111.735855;1040.952732;1040.952732
1383;0.683493309;0.071118196;170.8733273;106.677294;1105.449379;1105.449379
1387;0.42883784;0.069117691;107.20946;103.6765365;1176.114004;1176.114004
1382;0.297954583;0.071564332;74.48864575;107.346498;1200.164856;1200.164856
1348;0.128207041;0.113031097;32.05176025;169.5466455;1146.401594;1146.401594
1279;0.025593874;0.13922249;6.3984685;208.833735;1063.767797;1063.767797
1263;5.61E-07;0.202023283;0.00014025;303.0349245;959.9649353;959.9649353
1361;0;0.407347188;0;611.020782;749.979218;749.979218
1422;0;0.445664262;0;668.496393;753.503607;753.503607
1372;0;0.412814008;0;619.221012;752.778988;752.778988
1274;0;0.389062926;0;583.594389;690.405611;690.405611
1172;0;0.375619107;0;563.4286605;608.5713395;608.5713395
1082;0;0.401432698;0;602.149047;479.850953;479.850953
1003;0;0.639292665;0;958.9389975;44.0610025;44.0610025
974;0;0.669804911;0;1004.707367;-30.7073665;0
971;0.002819198;0.664259695;0.7047995;996.3895425;-26.094342;0
968;0.060761593;0.462803356;15.19039825;694.205034;258.6045678;258.6045678
950;0.236811835;0.184564497;59.20295875;276.8467455;613.9502958;613.9502958
1005;0.371720923;0.113484387;92.93023075;170.2265805;741.8431888;741.8431888
1072;0.567002273;0.038950921;141.7505683;58.4263815;871.8230503;871.8230503
1139;0.667293197;0.074586246;166.8232993;111.879369;860.2973318;860.2973318
1193;0.637148924;0.139468951;159.287231;209.2034265;824.5093425;824.5093425
1242;0.603787576;0.103103804;150.946894;154.655706;936.3974;936.3974
1273;0.566693742;0.06050548;141.6734355;90.75822;1040.568345;1040.568345
1276;0.648727838;0.037592283;162.1819595;56.3884245;1057.429616;1057.429616
1276;0.735278587;0.027718954;183.8196468;41.578431;1050.601922;1050.601922
1278;0.546037746;0.068919349;136.5094365;103.3790235;1038.11154;1038.11154
1293;0.336458396;0.118139779;84.114599;177.2096685;1031.675733;1031.675733
1274;0.12980776;0.042595837;32.45194;63.8937555;1177.654305;1177.654305
1243;0.041405938;0.027502134;10.3514845;41.253201;1191.395315;1191.395315
1211;1.27E-05;0.040383907;0.003175;60.5758605;1150.420965;1150.420965
1300;0;0.041073775;0;61.6106625;1238.389338;1238.389338
1386;0;0.119401272;0;179.101908;1206.898092;1206.898092
1340;0;0.203948308;0;305.922462;1034.077538;1034.077538
1242;0;0.206970195;0;310.4552925;931.5447075;931.5447075
1168;0;0.267097778;0;400.646667;767.353333;767.353333
1074;0;0.255670224;0;383.505336;690.494664;690.494664
1030;0;0.261057083;0;391.5856245;638.4143755;638.4143755
989;0;0.307215497;0;460.8232455;528.1767545;528.1767545
967;0.003348929;0.481490287;0.83723225;722.2354305;243.9273373;243.9273373
935;0.05982908;0.530239125;14.95727;795.3586875;124.6840425;124.6840425
881;0.226761636;0.351547361;56.690409;527.3210415;296.9885495;296.9885495
904;0.418663382;0.187636706;104.6658455;281.455059;517.8790955;517.8790955
940;0.549113491;0.11285169;137.2783728;169.277535;633.4440923;633.4440923
999;0.634941231;0.17224853;158.7353078;258.372795;581.8918973;581.8918973
1042;0.678471306;0.228752477;169.6178265;343.1287155;529.253458;529.253458
1077;0.719031024;0.184193409;179.757756;276.2901135;620.9521305;620.9521305
1119;0.660370698;0.128384473;165.0926745;192.5767095;761.330616;761.330616
1118;0.500659799;0.122975303;125.1649498;184.4629545;808.3720958;808.3720958
1104;0.124219166;0.095681487;31.0547915;143.5222305;929.422978;929.422978
1086;0.057552566;0.398644565;14.3881415;597.9668475;473.645011;473.645011
1038;0.038392981;0.464015621;9.59824525;696.0234315;332.3783233;332.3783233
1024;0.034504544;0.688094946;8.626136;1032.142419;-16.768555;0
1003;0.023151133;0.357846226;5.78778325;536.769339;460.4428778;460.4428778
1010;0.000281336;0.272224638;0.070334;408.336957;601.592709;601.592709
1126;0;0.294801567;0;442.2023505;683.7976495;683.7976495
1225;0;0.260104403;0;390.1566045;834.8433955;834.8433955
1159;0;0.155661918;0;233.492877;925.507123;925.507123
1142;0;0.136272966;0;204.409449;937.590551;937.590551
1006;0;0.125860307;0;188.7904605;817.2095395;817.2095395
948;0;0.246062358;0;369.093537;578.906463;578.906463
904;0;0.205765575;0;308.6483625;595.3516375;595.3516375
889;0;0.259368739;0;389.0531085;499.9468915;499.9468915
897;0.003772236;0.337770064;0.943059;506.655096;389.401845;389.401845
927;0.063002774;0.160370177;15.7506935;240.5552655;670.694041;670.694041
981;0.234601128;0.104209035;58.650282;156.3135525;766.0361655;766.0361655
1111;0.399150815;0.100952292;99.78770375;151.428438;859.7838583;859.7838583
1160;0.325038016;0.485861861;81.259504;728.7927915;349.9477045;349.9477045
1204;0.375673035;0.501577184;93.91825875;752.365776;357.7159653;357.7159653
1240;0.428806381;0.431516871;107.2015953;647.2753065;485.5230983;485.5230983
1252;0.440986453;0.451564017;110.2466133;677.3460255;464.4073613;464.4073613
1294;0.571721587;0.250534681;142.9303968;375.8020215;775.2675818;775.2675818
1250;0.746220117;0.329711488;186.5550293;494.567232;568.8777388;568.8777388
1245;0.543228862;0.224578082;135.8072155;336.867123;772.3256615;772.3256615
1243;0.364830483;0.231663353;91.20762075;347.4950295;804.2973498;804.2973498
1211;0.230833893;0.188802454;57.70847325;283.203681;870.0878458;870.0878458
1217;0.117590681;0.362300321;29.39767025;543.4504815;644.1518483;644.1518483
1161;0.019804938;0.348317788;4.9512345;522.476682;633.5720835;633.5720835
1153;0;0.381548913;0;572.3233695;580.6766305;580.6766305
1277;0;0.425588858;0;638.383287;638.616713;638.616713
1363;0;0.600129421;0;900.1941315;462.8058685;462.8058685
1290;0;0.777593516;0;1166.390274;123.609726;123.609726
1160;0;0.696214442;0;1044.321663;115.678337;115.678337
1026;0;0.707422862;0;1061.134293;-35.134293;0
988;0;0.726125606;0;1089.188409;-101.188409;0
941;0;0.715132809;0;1072.699214;-131.6992135;0
928;0;0.676285153;0;1014.42773;-86.4277295;0
937;0.000715137;0.676957688;0.17878425;1015.436532;-78.61531625;0
960;0.006086959;0.567671289;1.52173975;851.5069335;106.9713268;106.9713268
1015;0.025406344;0.231773317;6.351586;347.6599755;660.9884385;660.9884385
